어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스
육영몬테소리어린이집,A,우수,우수,우수,우수,2023-08-01,3988,마포구,11440000065,민간,서울특별시 마포구 성미산로 116-7,02-325-7755,37.56212939,126.9202741,야간연장
은강어린이집,A,우수,우수,우수,우수,2022-06-01,4162,마포구,11440000029,법인?단체등,서울특별시 마포구 대흥로2길 41 은강어린이집,02-702-4002,37.54126674,126.9391497,야간연장
이든어린이집,A,우수,우수,우수,우수,2023-03-01,3936,마포구,11440000391,가정,"서울특별시 마포구 월드컵북로 235 7-103 (성산동,성산시영아트)",070-4139-6095,37.56969879,126.9014163,야간연장
이삭어린이집,A,우수,우수,우수,우수,2023-12-01,3948,마포구,11440000098,민간,서울특별시 마포구 월드컵북로 167-6 (성산동),02-309-8153,37.56696261,126.90947,일반
이화초록별어린이집,B,우수,우수,보통,우수,2019-12-01,4202,마포구,11440000420,민간,"서울특별시 마포구 마포대로24길 16 관리동 어린이집(아현동, 공덕자이아파트)",02-313-0070,37.55324124,126.9597115,일반
정다운키즈어린이집,A,우수,우수,우수,우수,2021-04-01,4028,마포구,11440000386,가정,서울특별시 마포구 희우정로 27,02-338-3892,37.54961513,126.9077361,야간연장
좋은나무어린이집,A,우수,우수,우수,우수,2022-03-01,3912,마포구,11440000428,국공립,서울특별시 마포구 월드컵북로47길 46 201동 105호,02-305-1240,37.57488272,126.8907322,일반
중동 어린이집,B,보통,우수,우수,우수,2023-02-01,3941,마포구,11440000009,국공립,서울특별시 마포구 월드컵북로38가길 8-1,02-375-6755,37.57011436,126.9041434,장애아통합
중앙그룹직장어린이집,A,우수,우수,우수,우수,2021-01-01,3908,마포구,11440000465,직장,"서울특별시 마포구 월드컵북로 375 1,2층",070-8672-9249,37.57701937,126.8901902,일반
중앙어린이집,A,우수,우수,우수,우수,2021-09-01,4011,마포구,11440000081,가정,서울특별시 마포구 망원로 84-5 중앙어린이집 (망원동),02-333-0363,37.5573459,126.9062861,야간연장
진선미어린이집,A,우수,우수,우수,우수,2022-08-01,4176,마포구,11440000022,국공립,서울특별시 마포구 마포대로4나길 28 진선미어린이집,02-714-1486,37.53779976,126.9451065,"장애아통합,야간연장"
착한나라어린이집,A,우수,우수,우수,우수,2023-02-01,4007,마포구,11440000435,국공립,서울특별시 마포구 망원로4길 16-8,02-324-0965,37.55594158,126.9015329,야간연장
참나무어린이집,A,우수,우수,우수,우수,2019-11-01,3939,마포구,11440000187,협동,서울특별시 마포구 새터산길 35,02-3141-4271,37.56643792,126.9067586,일반
창전어린이집,A,우수,우수,우수,우수,2022-06-01,4099,마포구,11440000010,국공립,서울특별시 마포구 창전로 69 (창전동),02-324-5131,37.5485976,126.932455,"장애아통합,야간연장"
청아어린이집,A,우수,우수,우수,우수,2023-02-01,4166,마포구,11440000397,국공립,서울특별시 마포구 토정로35길 17,02-3273-7979,37.54078301,126.9439675,일반
캐비스쿨예랑어린이집,A,우수,우수,우수,우수,2023-08-01,3935,마포구,11440000158,가정,"서울특별시 마포구 월드컵북로 260 30동 101호(성산동, 성산시영)",02-306-0070,37.5689245,126.9027311,야간연장
코코엔젤어린이집,B,우수,우수,우수,보통,2020-08-01,3935,마포구,11440000327,가정,"서울특별시 마포구 월드컵북로 260 20동 109호(성산동, 성산시영)",02-302-3644,37.5689245,126.9027311,일반
크니크니어린이집,A,우수,우수,우수,우수,2023-01-01,4024,마포구,11440000417,국공립,서울특별시 마포구 월드컵로1길 14 1층 크니크니어린이집,02-336-6836,37.55005106,126.9120616,장애아통합
키즈동화나라어린이집,A,우수,우수,우수,우수,2023-02-01,4153,마포구,11440000127,가정,서울특별시 마포구 독막로 266 102동 103호,02-3273-7948,37.54479195,126.9426044,일반
키즈랜드 어린이집,B,우수,보통,우수,보통,2021-07-01,3915,마포구,11440000334,민간,서울특별시 마포구 월드컵북로 502-7 월드컵파크 12단지 관리동 1층 (상암동),02-307-5233,37.58635334,126.8798316,일반
태영어린이집,A,우수,우수,우수,우수,2023-03-01,4153,마포구,11440000324,가정,"서울특별시 마포구 독막로 266 108동 101호(대흥동, 마포태영아파트)",02-716-1026,37.54479195,126.9426044,야간연장
토리어린이집,A,우수,우수,우수,우수,2023-02-01,4129,마포구,11440000406,국공립,"서울특별시 마포구 마포대로 195 아현동, 마포래미안푸르지오 3단지 어린이집",02-6278-3537,37.55367046,126.9510876,일반
푸른숲어린이집,A,우수,우수,우수,우수,2022-04-01,4080,마포구,11440000376,민간,서울특별시 마포구 토정로 158 관리동 1층,02-3142-5353,37.54492667,126.9285809,일반
피노키오어린이집,A,우수,우수,우수,우수,2023-08-01,4013,마포구,11440000101,민간,서울특별시 마포구 월드컵로15길 59 (망원동),02-332-9894,37.55436764,126.9079028,일반
하늘빛어린이집,A,우수,우수,우수,우수,2020-02-01,3956,마포구,11440000197,가정,서울특별시 마포구 월드컵로31길 103 (망원동) 101호,02-336-2303,37.55936466,126.8996281,일반
하늘어린이집,A,우수,우수,우수,우수,2022-09-01,3918,마포구,11440000325,민간,서울특별시 마포구 월드컵북로 502-36 월드컵파크 10단지 관리동 1층 (상암동),02-307-3332,37.58540429,126.8821793,일반
하랑어린이집,A,우수,우수,우수,우수,2023-11-01,4013,마포구,11440000379,민간,서울특별시 마포구 월드컵로13길 19-16,02-6379-7942,37.55514439,126.9087206,야간연장
한샘어린이집,A,우수,우수,우수,우수,2020-02-01,3929,마포구,11440000441,직장,서울특별시 마포구 성암로 179,02-6470-6300,37.57615127,126.8987633,일반
한솔교육&CJ키즈빌어린이집,A,우수,우수,우수,우수,2021-08-01,3908,마포구,11440000358,직장,서울특별시 마포구 월드컵북로 361 5층,02-6393-0640,37.57709558,126.891382,일반
한울어린이집,A,우수,우수,우수,우수,2022-01-01,4182,마포구,11440000364,가정,"서울특별시 마포구 새창로 52 106-101(도화동, 도화동현대아파트)",02-702-3360,37.53901823,126.9538005,일반
합정어린이집,A,우수,우수,우수,우수,2022-06-01,4083,마포구,11440000040,국공립,서울특별시 마포구 양화진길 43 (합정동),02-338-0922,37.54667462,126.9123934,야간연장
해가람어린이집,A,우수,우수,우수,우수,2019-01-01,4201,마포구,11440000234,국공립,서울특별시 마포구 마포대로26길 19,02-393-9544,37.55498164,126.9587644,"장애아통합,야간연장"
해달별어린이집,B,우수,보통,우수,우수,2022-05-01,3935,마포구,11440000354,가정,서울특별시 마포구 월드컵북로 260 시영아파트 31동 110호,02-307-3252,37.5709035,126.9030594,일반
해들어린이집,A,우수,우수,우수,우수,2022-08-01,4121,마포구,11440000470,국공립,서울특별시 마포구 숭문16다길 10-5 마포프레스티지자이 2단지 내 203동 옆,02-716-2007,37.5539967,126.9501962,일반
해맑은어린이집,B,우수,보통,보통,우수,2019-12-01,4204,마포구,11440000082,민간,서울특별시 마포구 마포대로20길 26 공덕2차 삼성래미안아파트 단지내,02-3275-1113,37.54673365,126.9509851,야간연장
해솔어린이집,A,우수,우수,우수,우수,2022-05-01,4065,마포구,11440000468,국공립,서울특별시 마포구 서강로 75-16 창전동 청년주택 1층,02-6956-0015,37.54960616,126.931377,일반
햇님어린이집,A,우수,우수,우수,우수,2022-03-01,3964,마포구,11440000429,국공립,서울특별시 마포구 망원로11길 35 101호,02-322-9590,37.55915733,126.906075,일반
햇살가득어린이집,A,우수,우수,우수,우수,2020-03-01,4169,마포구,11440000436,직장,서울특별시 마포구 새창로6길 16 새창로6길 15(추후수정-도로명연동불가),02-719-9995,37.54141755,126.9527477,일반
행복어린이집,A,우수,우수,우수,우수,2021-07-01,3951,마포구,11440000426,국공립,서울특별시 마포구 성암로 28,02-3152-9349,37.56915311,126.9133024,야간연장
행복타운어린이집,A,우수,우수,우수,우수,2021-06-01,4212,마포구,11440000464,직장,서울특별시 마포구 마포대로 144 마포T타운 2층,070-7470-3598,37.54699963,126.9537286,일반
행복한 어린이집,B,우수,우수,보통,우수,2022-02-01,4017,마포구,11440000104,가정,"서울특별시 마포구 망원로2길 103 104동 106호(망원동, 대림1차아파트)",02-3144-2302,37.55342623,126.905118,일반
행화어린이집,B,우수,우수,보통,우수,2020-02-01,4129,마포구,11440000031,국공립,"서울특별시 마포구 마포대로 195 아현동, 마포래미안푸르지오 2단지 어린이집",02-393-0409,37.55392866,126.9546467,야간연장
현대키즈어린이집,B,우수,우수,보통,우수,2022-01-01,4092,마포구,11440000143,가정,"서울특별시 마포구 신수로 15 110동 102호(현석동, 현대홈타운)",02-6383-9691,37.54334028,126.9328773,야간연장
현대홈타운어린이집,A,우수,우수,우수,우수,2023-08-01,4180,마포구,11440000479,국공립,서울특별시 마포구 새창로8길 72 현대홈타운 204-101,02-704-1002,37.56668895,126.9780637,일반
홍익어린이집,B,우수,우수,우수,보통,2022-01-01,4060,마포구,11440000440,국공립,서울특별시 마포구 서강로9길 45 태영아파트 내 보육시설,02-3141-7770,37.55265874,126.9313788,일반
효성어린이집,A,우수,우수,우수,우수,2020-01-01,4144,마포구,11440000412,직장,서울특별시 마포구 마포대로 119 (공덕동)  4층,02-3774-4678,37.5456374,126.9516768,일반
EQ어린이집,A,우수,우수,우수,우수,2022-12-01,8042,양천구,11470000141,가정,"서울특별시 양천구 신월로 99 7동 101호(신월동, 신월시영아파트)",02-2603-0314,37.51781933,126.8342287,일반
KTi행복한어린이집,A,우수,우수,우수,우수,2022-08-01,8002,양천구,11470000068,직장,서울특별시 양천구 오목로52길 12 1층,02-2643-1840,37.52469559,126.8666503,일반
L캐슬어린이집,B,우수,보통,우수,우수,2023-01-01,7949,양천구,11470000262,민간,서울특별시 양천구 목동중앙북로 38 목동롯데캐슬위너지원센터1층 (목동),02-2644-1061,37.54690891,126.8672588,일반
SBS어린이집,A,우수,우수,우수,우수,2020-02-01,7938,양천구,11470000256,직장,서울특별시 양천구 국회대로 214 1~2층 (신정동),02-2651-2394,37.52878827,126.8587944,일반
가람어린이집,A,우수,우수,우수,우수,2022-01-01,8097,양천구,11470000210,가정,"서울특별시 양천구 목동동로 50 1219동 106호(신정동,목동신시가지아파트)",02-2642-7731,37.5126912,126.8630112,일반
고려창의스쿨어린이집,A,우수,우수,우수,우수,2023-01-01,8027,양천구,11470000017,민간,서울특별시 양천구 은행정로7길 24 (신정동),02-2693-8252,37.52224626,126.8569209,일반
구립 가온어린이집,A,우수,우수,우수,우수,2021-08-01,8066,양천구,11470000616,국공립,서울특별시 양천구 남부순환로83길 17 목동센트럴아이파크위브아파트 1단지,02-2602-2484,37.51608318,126.8411882,일반
구립 갈산어린이집,A,우수,우수,우수,우수,2022-01-01,8104,양천구,11470000568,국공립,서울특별시 양천구 목동남로4길 48-6,02-2642-4225,37.50886234,126.8673121,"장애아통합,야간연장,시간제보육"
구립 곰달래어린이집,A,우수,우수,우수,우수,2022-01-01,7927,양천구,11470000005,국공립,서울특별시 양천구 남부순환로65길 2 (신월동),02-2695-9765,37.5277437,126.8341267,"장애아통합,야간연장"
구립 그린나래어린이집,A,우수,우수,우수,우수,2023-01-01,8110,양천구,11470000609,국공립,서울특별시 양천구 신정로 170 신정현대아파트 관리동,02-2060-5783,37.50864789,126.8423757,야간연장
구립 꽃별어린이집,A,우수,우수,우수,우수,2022-01-01,7900,양천구,11470000595,국공립,서울특별시 양천구 화곡로3길 43 103동 103호,02-2603-9933,37.54362882,126.8281735,야간연장
구립 꿈나래어린이집,A,우수,우수,우수,우수,2022-08-01,8005,양천구,11470000151,국공립,서울특별시 양천구 목동동로12길 7 (목동),02-2654-4600,37.52314317,126.8721557,"장애아통합,야간연장"
구립 꿈동산어린이집,A,우수,우수,우수,우수,2023-01-01,8109,양천구,11470000607,국공립,서울특별시 양천구 신정로14길 6 학마을1단지아파트 관리동,02-2060-6637,37.50853526,126.8444117,야간연장
구립 꿈초롱어린이집,A,우수,우수,우수,우수,2023-02-01,8054,양천구,11470000596,국공립,서울특별시 양천구 신정로11길 20 202동 104호,02-6091-0102,37.51131517,126.8399258,일반
구립 나래어린이집,A,우수,우수,우수,우수,2021-08-01,8068,양천구,11470000617,국공립,서울특별시 양천구 남부순환로83길 18 목동센트럴아이파크위브아파트 2단지,02-2603-4110,37.51588255,126.8427552,일반
구립 나무향기어린이집,A,우수,우수,우수,우수,2019-01-01,7910,양천구,11470000474,국공립,서울특별시 양천구 가로공원로 66 (신월동),02-2696-7982,37.53491553,126.8231699,야간연장
구립 넓은들어린이집,A,우수,우수,우수,우수,2023-11-01,8050,양천구,11470000492,국공립,서울특별시 양천구 신정이펜1로 50 신정이펜하우스 3단지 보육시설,02-2699-7967,37.51262672,126.8306566,"장애아통합,야간연장"
구립 누리봄어린이집,A,우수,우수,우수,우수,2021-07-01,8061,양천구,11470000587,국공립,서울특별시 양천구 중앙로29길 61 신정뉴타운 롯데캐슬 관리동 1층,02-2065-9411,37.51888472,126.8475847,야간연장
구립 다솜어린이집,A,우수,우수,우수,우수,2022-03-01,7969,양천구,11470000113,국공립,서울특별시 양천구 목동중앙로13길 22 (목동),02-2646-8909,37.54521252,126.8819389,"장애아통합,야간연장"
구립 다온어린이집,A,우수,우수,우수,우수,2023-09-01,8076,양천구,11470000631,국공립,서울특별시 양천구 중앙로29길 11 호반써밋목동아파트,02-2088-7093,37.51643139,126.8526402,일반
구립 도담어린이집,A,우수,우수,우수,우수,2022-01-01,7949,양천구,11470000020,국공립,서울특별시 양천구 목동중앙북로8길 104 (목동),02-2651-4415,37.54421722,126.8663818,"장애아통합,야간연장"
구립 도시마을어린이집,A,우수,우수,우수,우수,2023-08-01,8080,양천구,11470000569,국공립,서울특별시 양천구 신정로13가길 6,02-2690-8885,37.51147848,126.8434555,야간연장
구립 동화어린이집,A,우수,우수,우수,우수,2022-04-01,7960,양천구,11470000251,국공립,"서울특별시 양천구 목동중앙본로3길 7 101동 201호목동, 동화옥시죤-7아파트",02-2644-9605,37.53894565,126.8693334,일반
구립 둥지어린이집,A,우수,우수,우수,우수,2022-04-01,7902,양천구,11470000134,국공립,서울특별시 양천구 월정로 289 (신월동),02-2607-9224,37.54271833,126.828577,"장애아통합,야간연장,시간제보육"
구립 마루어린이집,A,우수,우수,우수,우수,2021-08-01,8067,양천구,11470000618,국공립,서울특별시 양천구 남부순환로83길 47 목동센트럴아이파크위브아파트 4단지,02-2604-4301,37.51700144,126.8439971,일반
구립 목2동어린이집,A,우수,우수,우수,우수,2023-01-01,7973,양천구,11470000606,국공립,서울특별시 양천구 목동중앙본로 104-1,02-6741-1002,37.54492453,126.8710277,"장애아통합,야간연장"
구립 목3동공원어린이집,B,우수,우수,보통,우수,2022-05-01,7952,양천구,11470000620,국공립,서울특별시 양천구 목동중앙남로16나길 46,02-2645-3220,37.54438373,126.864809,야간연장
구립 목3동보듬이어린이집,A,우수,우수,우수,우수,2023-02-01,7951,양천구,11470000573,국공립,서울특별시 양천구 목동중앙남로16마길 35-10,02-2647-7942,37.54534496,126.8635178,"장애아통합,야간연장,시간제보육"
구립 목3동어린이집,A,우수,우수,우수,우수,2020-03-01,7957,양천구,11470000578,국공립,서울특별시 양천구 목동중앙남로3가길 92,02-2646-5755,37.56647,126.977963,야간연장
구립 목5동어린이집,A,우수,우수,우수,우수,2023-01-01,7984,양천구,11470000575,국공립,서울특별시 양천구 목동서로 41,02-2652-7979,37.53718714,126.881731,"장애아통합,야간연장"
구립 목동어린이집,A,우수,우수,우수,우수,2022-07-01,7982,양천구,11470000016,국공립,서울특별시 양천구 목동서로8길 32 (목동),02-2651-6005,37.53293134,126.8716022,야간연장
구립 무궁화어린이집,A,우수,우수,우수,우수,2022-01-01,7964,양천구,11470000007,국공립,서울특별시 양천구 목동중앙서로11길 48 (목동),02-2653-6313,37.53475228,126.8674563,"장애아통합,야간연장"
구립 무지개어린이집,A,우수,우수,우수,우수,2022-06-01,8069,양천구,11470000008,국공립,서울특별시 양천구 남부순환로83길 54 건강힐링문화관 1층,02-2693-1905,37.51752165,126.8456193,"장애아통합,야간연장"
구립 벽산한마음어린이집,A,우수,우수,우수,우수,2023-12-01,7929,양천구,11470000610,국공립,서울특별시 양천구 월정로9길 20 양천벽산블루밍2단지 203동 106호,02-6347-3434,37.52508064,126.8385672,야간연장
구립 별하어린이집,A,우수,우수,우수,우수,2022-01-01,8097,양천구,11470000594,국공립,서울특별시 양천구 목동동로 50 1220동 107호,02-2647-8900,37.51209425,126.8602892,야간연장
구립 보금자리어린이집,A,우수,우수,우수,우수,2023-01-01,7940,양천구,11470000605,국공립,서울특별시 양천구 오목로29길 25 101-102,02-2608-3614,37.52686983,126.8536322,야간연장
구립 봄샘어린이집,A,우수,우수,우수,우수,2020-01-01,8102,양천구,11470000613,국공립,서울특별시 양천구 목동남로4길 80 목동파크자이아파트,02-2651-1905,37.50981538,126.8695397,야간연장
구립 사랑의몬테소리어린이집,A,우수,우수,우수,우수,2020-03-01,7962,양천구,11470000579,국공립,서울특별시 양천구 목동중앙남로 10 신목아파트 101동 108호,02-2647-9853,37.5355594,126.8692607,일반
구립 산들어린이집,A,우수,우수,우수,우수,2023-02-01,7941,양천구,11470000010,국공립,서울특별시 양천구 신정중앙로2길 10-13 (),02-2690-1393,37.52685725,126.8507425,"장애아통합,야간연장"
구립 새빛어린이집,A,우수,우수,우수,우수,2023-08-01,8051,양천구,11470000497,국공립,서울특별시 양천구 신정이펜1로 51 신정이펜하우스 4단지 어린이집,02-2601-6658,37.50839416,126.8339778,야간연장
구립 새싹어린이집,A,우수,우수,우수,우수,2020-03-01,8018,양천구,11470000581,국공립,"서울특별시 양천구 목동동로 130 1423동 101호(신정6동, 목동아파트)",02-2647-2056,37.56647,126.977963,일반
구립 소담어린이집,A,우수,우수,우수,우수,2023-02-01,8107,양천구,11470000593,국공립,"서울특별시 양천구 신정로 290 306동 104호(신정동, 신트리아파트)",02-2061-2282,37.51170996,126.8525025,일반
구립 신목동어린이집,A,우수,우수,우수,우수,2022-12-01,8078,양천구,11470000152,국공립,서울특별시 양천구 신정로 275 신트리아파트 201동 (신정동),02-2065-8590,37.513016,126.85302,야간연장
구립 신목장애아어린이집,A,우수,우수,우수,우수,2022-06-01,8007,양천구,11470000069,국공립,서울특별시 양천구 목동동로12길 59 (목동),02-2643-6554,37.52233495,126.878104,장애아전문
구립 신정2동어린이집,A,우수,우수,우수,우수,2023-03-01,8009,양천구,11470000572,국공립,서울특별시 양천구 신목로14길 4,02-2654-2007,37.52161461,126.875095,"장애아통합,야간연장"
구립 신정3동어린이집,A,우수,우수,우수,우수,2023-02-01,8071,양천구,11470000015,국공립,서울특별시 양천구 중앙로47길 30 (신정동),02-2694-7036,37.518796,126.850124,"장애아통합,야간연장"
구립 신정4동어린이집,A,우수,우수,우수,우수,2023-11-01,8020,양천구,11470000576,국공립,서울특별시 양천구 오목로34길 5,02-2601-7856,37.52456228,126.8557579,야간연장
구립 신정숲속마을어린이집,A,우수,우수,우수,우수,2021-07-01,8111,양천구,11470000582,국공립,서울특별시 양천구 신정로 110,02-2613-2233,37.56647,126.977963,야간연장
구립 신정어린이집,B,우수,우수,우수,보통,2022-08-01,7940,양천구,11470000052,국공립,서울특별시 양천구 신정중앙로 36 (신정동),02-2606-0755,37.52642876,126.8604536,"장애아통합,야간연장"
구립 신트리어린이집,A,우수,우수,우수,우수,2023-01-01,8078,양천구,11470000608,국공립,서울특별시 양천구 신정로 293 신트리1단지아파트 관리동,02-2065-1400,37.5143116,126.8550412,야간연장
구립 아가사랑어린이집,A,우수,우수,우수,우수,2023-08-01,7987,양천구,11470000592,국공립,"서울특별시 양천구 목동동로 350 510동 106호(목동, 목동5단지아파트)",02-6342-7756,37.53276035,126.8833706,일반
구립 아이누리어린이집,A,우수,우수,우수,우수,2023-01-01,7952,양천구,11470000604,국공립,서울특별시 양천구 목동중앙북로8길 71 목동롯데캐슬마에스트로,02-2654-7780,37.54558881,126.8655904,"영아전담,야간연장"
구립 아이사랑어린이집,A,우수,우수,우수,우수,2019-12-01,7979,양천구,11470000029,국공립,"서울특별시 양천구 목동서로2길 22 101동 106호(목동, 한신청구아파트)",02-2644-9230,37.54149582,126.8816595,일반
구립 아이샘어린이집,A,우수,우수,우수,우수,2022-08-01,8072,양천구,11470000623,국공립,서울특별시 양천구 중앙로43길 14 래미안목동아델리체,02-6953-2911,37.51704502,126.8515927,일반
구립 아인어린이집,A,우수,우수,우수,우수,2022-05-01,7963,양천구,11470000622,국공립,서울특별시 양천구 목동중앙남로3길 23-1,02-2647-8798,37.53561205,126.8663862,장애아통합
구립 양천SOS어린이집,A,우수,우수,우수,우수,2023-01-01,7913,양천구,11470000602,국공립,서울특별시 양천구 가로공원로58길 32 1층,02-2699-9014,37.53167807,126.8248724,야간연장
구립 양천어린이집,A,우수,우수,우수,우수,2023-02-01,8100,양천구,11470000006,국공립,서울특별시 양천구 목동로3길 57,02-2651-0856,37.51046604,126.8640082,"장애아통합,야간연장"
구립 엄마품어린이집,A,우수,우수,우수,우수,2023-12-01,7943,양천구,11470000611,국공립,서울특별시 양천구 오목로35길 5 보람쉬움아파트 1동 105호,02-2690-7223,37.5255307,126.8556259,야간연장
구립 연두어린이집,A,우수,우수,우수,우수,2021-07-01,8083,양천구,11470000588,국공립,서울특별시 양천구 중앙로36길 15,070-4961-5695,37.52007405,126.8547428,야간연장
구립 올리브어린이집,A,우수,우수,우수,우수,2020-01-01,8080,양천구,11470000320,국공립,"서울특별시 양천구 신정로13길 50 102동 106호(신월동, 벽산아파트)",02-2692-2279,37.51359608,126.8421863,일반
구립 은솔어린이집,A,우수,우수,우수,우수,2022-12-01,8108,양천구,11470000154,국공립,서울특별시 양천구 신정로14길 1 학마을아파트2단지보육시설 (신정동),02-2065-8767,37.50931509,126.8450213,야간연장
구립 은하수어린이집,A,우수,우수,우수,우수,2021-07-01,7906,양천구,11470000028,국공립,서울특별시 양천구 남부순환로33길 37 (신월동),02-2603-0286,37.53846928,126.8314168,"장애아통합,야간연장"
구립 은행정어린이집,A,우수,우수,우수,우수,2021-08-01,8024,양천구,11470000060,국공립,서울특별시 양천구 중앙로46길 57 (신정동),02-2608-0406,37.52291628,126.8584685,"장애아통합,야간연장"
구립 은혜어린이집,A,우수,우수,우수,우수,2021-08-01,8022,양천구,11470000097,국공립,서울특별시 양천구 목동로15길 24 (신정동),02-2603-1020,37.52404377,126.862181,야간연장
구립 이든샘어린이집,A,우수,우수,우수,우수,2019-12-01,8049,양천구,11470000614,국공립,서울특별시 양천구 신정로7길 75 이든채아파트,02-6347-1817,37.51282198,126.8349288,"장애아통합,야간연장"
구립 이솝어린이집,A,우수,우수,우수,우수,2020-02-01,7940,양천구,11470000156,국공립,서울특별시 양천구 신정중앙로12길 17 (신정동),02-2695-1145,37.52604716,126.8542597,일반
구립 즐거운어린이집,A,우수,우수,우수,우수,2022-08-01,8061,양천구,11470000195,국공립,서울특별시 양천구 신월로24길 19 신월종합사회복지관 1층,02-2697-8513,37.52011879,126.8473559,"장애아통합,야간연장"
구립 채송화어린이집,A,우수,우수,우수,우수,2022-04-01,7902,양천구,11470000591,국공립,서울특별시 양천구 화곡로 85 상진지오벨리 아파트 103호,02-2692-6670,37.53974588,126.8315486,일반
구립 청마루어린이집,A,우수,우수,우수,우수,2023-12-01,8105,양천구,11470000612,국공립,서울특별시 양천구 목동남로2길 60-30 세양청마루아파트 106동 103호,02-2061-6540,37.56647,126.977963,야간연장
구립 초록나무어린이집,A,우수,우수,우수,우수,2023-09-01,7943,양천구,11470000603,국공립,서울특별시 양천구 오목로35길 22 101호,02-2608-3654,37.52681107,126.8556687,야간연장
구립 코아루어린이집,A,우수,우수,우수,우수,2020-03-01,7914,양천구,11470000580,국공립,서울특별시 양천구 남부순환로56길 9 코아루아파트 103동 104호(신월3동),02-2601-2783,37.53147454,126.8298645,일반
구립 큰솔어린이집,A,우수,우수,우수,우수,2023-01-01,8045,양천구,11470000488,국공립,서울특별시 양천구 신정이펜2로 55 신정이펜하우스 2단지 보육시설,02-2602-7061,37.51513992,126.8302409,야간연장
구립 파란나라어린이집,A,우수,우수,우수,우수,2023-03-01,8107,양천구,11470000598,국공립,서울특별시 양천구 신정로 290,02-2065-8727,37.51232384,126.853457,일반
구립 파란들어린이집,A,우수,우수,우수,우수,2022-01-01,7909,양천구,11470000114,국공립,서울특별시 양천구 가로공원로 85 (신월동),02-2696-9594,37.53564024,126.825351,야간연장
구립 푸른마을어린이집,A,우수,우수,우수,우수,2022-12-01,8048,양천구,11470000194,국공립,서울특별시 양천구 신정로7길 70 푸른마을아1단지보육시설,02-2066-3359,37.51256446,126.8362333,야간연장
구립 한누리어린이집,A,우수,우수,우수,우수,2023-07-01,8046,양천구,11470000496,국공립,서울특별시 양천구 신정이펜1로 99 신정이펜하우스 1단지 보육시설,02-2604-2525,37.51529329,126.8272713,"야간연장,시간제보육"
구립 한마음어린이집,A,우수,우수,우수,우수,2020-01-01,7962,양천구,11470000274,국공립,서울특별시 양천구 목동중앙남로 12-3 목동 노블레스아파트 102동 101호,02-6408-2399,37.53567769,126.8686857,야간연장
구립 한별어린이집,A,우수,우수,우수,우수,2023-02-01,8014,양천구,11470000004,국공립,서울특별시 양천구 목동동로10길 16-13,02-2646-2371,37.51846521,126.8719762,"장애아통합,야간연장"
구립 한빛어린이집,A,우수,우수,우수,우수,2022-08-01,8031,양천구,11470000117,국공립,서울특별시 양천구 신월로11길 16 (신월동),02-2690-8543,37.51906041,126.8402139,야간연장
구립 한아름어린이집,A,우수,우수,우수,우수,2022-01-01,7933,양천구,11470000133,국공립,서울특별시 양천구 중앙로55길 6-1,02-2690-6837,37.52686212,126.8484673,"장애아통합,야간연장,시간제보육"
구립 해그림어린이집,A,우수,우수,우수,우수,2021-07-01,7993,양천구,11470000589,국공립,서울특별시 양천구 목동로 224 101동 110호,02-2652-6363,37.52839661,126.8646121,일반
구립 해나라어린이집,A,우수,우수,우수,우수,2022-08-01,7929,양천구,11470000009,국공립,서울특별시 양천구 오목로5길 34 (신월동),02-2607-0053,37.52469141,126.8400758,"장애아통합,야간연장"
구립 해누리어린이집,A,우수,우수,우수,우수,2023-03-01,8094,양천구,11470000597,국공립,서울특별시 양천구 목동동로 81,02-2062-0102,37.51597633,126.8638564,야간연장
구립 해든어린이집,A,우수,우수,우수,우수,2022-05-01,8102,양천구,11470000621,국공립,서울특별시 양천구 목동남로4길 100,02-6956-2454,37.51031608,126.8701213,야간연장
구립 해맞이어린이집,A,우수,우수,우수,우수,2022-06-01,8038,양천구,11470000586,국공립,서울특별시 양천구 지양로5길 15,02-2699-7194,37.51994967,126.833864,"장애아통합,야간연장"
구립 해바라기어린이집,A,우수,우수,우수,우수,2023-02-01,8090,양천구,11470000003,국공립,서울특별시 양천구 목동동로1길 33,02-2647-6784,37.5171167,126.8565512,야간연장
구립 해와별어린이집,A,우수,우수,우수,우수,2022-03-01,8053,양천구,11470000584,국공립,"서울특별시 양천구 신정로7길 60-7 ,406동101호(신정동,푸른마을아파트)",02-2060-3452,37.51344671,126.8384293,일반
그린애플어린이집,A,우수,우수,우수,우수,2023-05-01,8061,양천구,11470000566,가정,서울특별시 양천구 중앙로29길 61 107동 107호,02-6341-1070,37.51834295,126.8480835,일반
금호사임당어린이집,A,우수,우수,우수,우수,2020-01-01,7949,양천구,11470000343,가정,"서울특별시 양천구 목동중앙북로8길 111 103동 107호(목동, 목동금호베스트빌)",02-2654-4089,37.54509983,126.8678429,일반
깨모어린이집,B,보통,보통,보통,우수,2021-01-01,8080,양천구,11470000227,가정,"서울특별시 양천구 신정로13길 50 101동 106호(신월동, 벽산블루밍1단지)",02-2607-1737,37.51550877,126.8418898,일반
