어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스,평가 인증 년,평가완료여부,평가예정날짜,평가마감날짜,시
딸기어린이집,B,우수,보통,우수,우수,2021-08-01 0:00:00,3403,은평구,11380000149,가정,서울특별시 은평구 진흥로1길 50 딩크아파트 101호 (역촌동),02-353-7890,37.6049341,126.9184507,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
미래클나무어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,3477,은평구,11380000567,가정,서울특별시 은평구 백련산로 38 백련산 힐스테이트 209-101호,02-6408-7976,37.5892698,126.9230893,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
벧엘어린이집,B,보통,우수,우수,우수,2021-03-01 0:00:00,3500,은평구,11380000574,가정,서울특별시 은평구 증산서길 72 칠산아파트 104호,02-373-2267,37.58273064,126.9062138,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
사랑꿈어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,3304,은평구,11380000631,가정,"서울특별시 은평구 진관4로 100 609동 1층 (진관동, 은평뉴타운 상림마을)",02-384-0003,37.64896767,126.931807,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
사랑이어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,3467,은평구,11380000603,가정,서울특별시 은평구 응암로 232-1,02-308-8028,37.59262567,126.9181848,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서울소방학교 직장어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,3312,은평구,11380000667,직장,서울특별시 은평구 통일로 1031-21,02-354-3601,37.63390479,126.9135977,일반,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
선정어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3506,은평구,11380000584,가정,서울특별시 은평구 증산로3길 5-21 선정아파트 101-101,02-306-1700,37.57987162,126.9048634,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
예쁜꿈어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,3375,은평구,11380000575,민간,서울특별시 은평구 통일로63길 20,02-388-2233,37.60787429,126.9297788,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
은현어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3315,은평구,11380000111,법인?단체등,서울특별시 은평구 갈현로43길 9 (갈현동),02-359-0671,37.6254133,126.9162701,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
하은어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,3476,은평구,11380000099,가정,서울특별시 은평구 백련산로2길 19 백련산힐스테이트 204동 105호,02-389-9420,37.60760666,126.9128738,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
한국환경산업기술원 초록꿈나무 직장어린이집,A,우수,우수,우수,우수,2021-06-01 0:00:00,3367,은평구,11380000670,직장,서울특별시 은평구 진흥로 215 A동,02-356-7071,37.60984284,126.9326751,일반,2021,N,2024. 6. 1,2024. 6. 15,서울특별시
햇님어린이집,B,우수,보통,우수,우수,2021-07-01 0:00:00,3499,은평구,11380000517,가정,서울특별시 은평구 증산로7길 11-4,02-306-1939,37.58391933,126.906313,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
늘품자연어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,3687,서대문구,11410000366,국공립,서울특별시 서대문구 거북골로 84 DMC에코자이아파트 단지 내,02-306-0972,37.57747559,126.9196685,"장애아통합,시간제보육",2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
독립문어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,3743,서대문구,11410000046,민간,서울특별시 서대문구 독립문로 12 독립문어린이집,02-313-4666,37.57010571,126.9584252,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
뜨란어린이집,B,우수,우수,우수,보통,2021-07-01 0:00:00,3743,서대문구,11410000193,민간,서울특별시 서대문구 독립문로8길 54 뜨란채아파트 107동 관리동 (천연동),02-365-8967,37.56744468,126.9584962,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
별초롱어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3709,서대문구,11410000121,가정,"서울특별시 서대문구 응암로 28 4동103호(북가좌1동,연희한양아파트)",02-309-7488,37.57626467,126.9097123,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
산마루어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3747,서대문구,11410000330,국공립,서울특별시 서대문구 북아현로 120,02-364-6300,37.56571498,126.9510888,"야간연장,시간제보육",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
삼성이화어린이집,B,우수,우수,우수,보통,2021-07-01 0:00:00,3709,서대문구,11410000210,민간,서울특별시 서대문구 수색로6길 43 삼성래미안2차아파트 (남가좌동),02-308-2215,37.57190226,126.9127455,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서대문든든어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3689,서대문구,11410000369,국공립,서울특별시 서대문구 거북골로 100 래미안루센티아아파트,02-306-2020,37.57617621,126.9168511,"야간연장,시간제보육",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아이뜰어린이집,B,우수,우수,보통,보통,2021-07-01 0:00:00,3770,서대문구,11410000341,민간,서울특별시 서대문구 북아현로1길 50 103동 1층,02-312-1255,37.56064025,126.9525035,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
예랑어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,3619,서대문구,11410000153,가정,서울특별시 서대문구 간호대로3길 35 101호(홍제동),02-394-1267,37.59534543,126.9477404,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
우정어린이집,B,우수,우수,우수,보통,2021-08-01 0:00:00,3725,서대문구,11410000005,국공립,서울특별시 서대문구 연희로8길 21 구립 우정어린이집,02-3143-4925,37.56535188,126.9311507,"장애아통합,야간연장",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
윤슬어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,3659,서대문구,11410000067,민간,서울특별시 서대문구 가좌로 56 (홍은동),02-372-0654,37.57869323,126.9299921,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
은현어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,3676,서대문구,11410000298,민간,서울특별시 서대문구 응암로 151 (북가좌동),02-375-9255,37.58581546,126.9151405,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
이화오뚜기어린이집,B,우수,우수,보통,우수,2021-01-01 0:00:00,3760,서대문구,11410000310,직장,"서울특별시 서대문구 이화여대길 52 (지하1층, 지상1~3층)",02-3277-6609,37.55951759,126.9456023,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
자람어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,3711,서대문구,11410000370,국공립,서울특별시 서대문구 가재울미래로 2 DMC파크뷰자이 4단지 내 402동 1층,02-6954-1909,37.57181376,126.9145581,일반,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
파랑새어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,3639,서대문구,11410000033,민간,서울특별시 서대문구 통일로39다길 8 (홍제동),02-379-3235,37.58714165,126.9426295,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
하늘숲어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3709,서대문구,11410000323,국공립,서울특별시 서대문구 수색로 100 307동 1층,02-307-0881,37.57472791,126.9078169,"야간연장,시간제보육",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
한양에코캠어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3709,서대문구,11410000312,가정,서울특별시 서대문구 응암로 28 (북가좌동 431)연희한양아파트 2동 102호,02-6351-6353,37.5760737,126.910198,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
한울어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,3719,서대문구,11410000047,민간,서울특별시 서대문구 연희로32길 48 101동 보육시설,02-325-9355,37.57601889,126.9387667,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
행복열매어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,3686,서대문구,11410000343,국공립,서울특별시 서대문구 증가로 191 101동 101호,02-6010-7258,37.5789309,126.9167122,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
LG마포어린이집,A,우수,우수,우수,우수,2021-03-01 0:00:00,4143,마포구,11440000444,직장,서울특별시 마포구 마포대로 155 마포빌딩 3층,02-2039-7716,37.54835921,126.9536576,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
SK스토아 행복어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,3925,마포구,11440000458,직장,"서울특별시 마포구 월드컵북로 402 2층(상암동,KGIT센터)",02-6393-5320,37.58015377,126.8890535,일반,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
강변어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,4092,마포구,11440000116,민간,서울특별시 마포구 신수로 15 강변힐스테이트 관리동 (현석동),02-707-3407,37.54334028,126.9328773,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
꿈나무어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,4129,마포구,11440000126,가정,"서울특별시 마포구 마포대로 195 , 404동 103호(아현동, 마포래미안푸르지오아파트)",02-313-3636,37.55394364,126.9526407,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
다예린어린이집,B,우수,보통,우수,우수,2021-07-01 0:00:00,3935,마포구,11440000320,가정,"서울특별시 마포구 월드컵북로 260 27동 104호(성산동, 성산시영)",02-309-0279,37.5689245,126.9027311,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
다온어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3918,마포구,11440000326,가정,"서울특별시 마포구 월드컵북로 502-36 1013동 103호(상암동, 월드컵파크 10단지)",02-305-9820,37.58540429,126.8821793,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
다올어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,4044,마포구,11440000463,국공립,서울특별시 마포구 양화로 72 1층,02-332-2322,37.55064135,126.9159629,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
마포삼성어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,4170,마포구,11440000239,가정,서울특별시 마포구 도화길 28 마포삼성아파트 103-104,02-6080-6008,37.53992631,126.9498138,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
벧엘어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,3944,마포구,11440000138,가정,"서울특별시 마포구 성암로 79 201동 107호(중동, 현대아파트)",02-3142-4750,37.57056752,126.908513,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
사랑나무 어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3957,마포구,11440000329,가정,"서울특별시 마포구 방울내로 36 101동 102호(망원동, 두영이지안)",02-334-2240,37.55841439,126.8998712,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
삼성키즈어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,4188,마포구,11440000432,국공립,서울특별시 마포구 만리재로 60 305동 104호(신공덕동 삼성래미안),02-704-2428,37.54596021,126.9569996,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
삼성푸른어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,4187,마포구,11440000129,가정,"서울특별시 마포구 만리재로 74 204동 102호(신공덕동, 삼성래미안아파트)",02-712-5543,37.54649629,126.9581665,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
상암하늘빛어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3906,마포구,11440000387,국공립,서울특별시 마포구 월드컵로42길 2,02-323-6796,37.57750767,126.8815597,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서울서부지방법원 어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,4118,마포구,11440000453,직장,서울특별시 마포구 마포대로 199 4층,02-3271-9270,37.55199047,126.9548445,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
서현어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,4034,마포구,11440000423,국공립,서울특별시 마포구 잔다리로7길 31,02-326-5004,37.5526844,126.9160228,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
성미어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,3966,마포구,11440000179,국공립,서울특별시 마포구 월드컵북로15안길 19 (성산동)성미어린이집,02-3141-2833,37.56287047,126.9112944,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
신촌그랑어린이집,A,우수,우수,우수,우수,2021-03-01 0:00:00,4105,마포구,11440000462,국공립,서울특별시 마포구 대흥로 175 관리동,02-6949-0277,37.55465868,126.9445909,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
신촌사랑어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,4139,마포구,11440000398,국공립,서울특별시 마포구 숭문6길 22,02-706-3026,37.5499423,126.9472923,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
애플그린어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,4208,마포구,11440000382,민간,서울특별시 마포구 만리재옛길 60 1층,02-707-2220,37.54879733,126.9577504,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
우리에프아이에스어린이집,B,우수,우수,우수,보통,2021-03-01 0:00:00,3921,마포구,11440000454,직장,서울특별시 마포구 월드컵북로60길 17 3층,02-302-6393,37.58332246,126.8861052,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
정다운키즈어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,4028,마포구,11440000386,가정,서울특별시 마포구 희우정로 27,02-338-3892,37.54961513,126.9077361,야간연장,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
중앙그룹직장어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,3908,마포구,11440000465,직장,"서울특별시 마포구 월드컵북로 375 1,2층",070-8672-9249,37.57701937,126.8901902,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
중앙어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,4011,마포구,11440000081,가정,서울특별시 마포구 망원로 84-5 중앙어린이집 (망원동),02-333-0363,37.5573459,126.9062861,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
키즈랜드 어린이집,B,우수,보통,우수,보통,2021-07-01 0:00:00,3915,마포구,11440000334,민간,서울특별시 마포구 월드컵북로 502-7 월드컵파크 12단지 관리동 1층 (상암동),02-307-5233,37.58635334,126.8798316,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
한솔교육&CJ키즈빌어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,3908,마포구,11440000358,직장,서울특별시 마포구 월드컵북로 361 5층,02-6393-0640,37.57709558,126.891382,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
행복어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,3951,마포구,11440000426,국공립,서울특별시 마포구 성암로 28,02-3152-9349,37.56915311,126.9133024,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
행복타운어린이집,A,우수,우수,우수,우수,2021-06-01 0:00:00,4212,마포구,11440000464,직장,서울특별시 마포구 마포대로 144 마포T타운 2층,070-7470-3598,37.54699963,126.9537286,일반,2021,N,2024. 6. 1,2024. 6. 15,서울특별시
구립 가온어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8066,양천구,11470000616,국공립,서울특별시 양천구 남부순환로83길 17 목동센트럴아이파크위브아파트 1단지,02-2602-2484,37.51608318,126.8411882,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립 나래어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8068,양천구,11470000617,국공립,서울특별시 양천구 남부순환로83길 18 목동센트럴아이파크위브아파트 2단지,02-2603-4110,37.51588255,126.8427552,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립 누리봄어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8061,양천구,11470000587,국공립,서울특별시 양천구 중앙로29길 61 신정뉴타운 롯데캐슬 관리동 1층,02-2065-9411,37.51888472,126.8475847,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립 마루어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8067,양천구,11470000618,국공립,서울특별시 양천구 남부순환로83길 47 목동센트럴아이파크위브아파트 4단지,02-2604-4301,37.51700144,126.8439971,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립 신정숲속마을어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8111,양천구,11470000582,국공립,서울특별시 양천구 신정로 110,02-2613-2233,37.56647,126.977963,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립 연두어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8083,양천구,11470000588,국공립,서울특별시 양천구 중앙로36길 15,070-4961-5695,37.52007405,126.8547428,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립 은하수어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7906,양천구,11470000028,국공립,서울특별시 양천구 남부순환로33길 37 (신월동),02-2603-0286,37.53846928,126.8314168,"장애아통합,야간연장",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립 은행정어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8024,양천구,11470000060,국공립,서울특별시 양천구 중앙로46길 57 (신정동),02-2608-0406,37.52291628,126.8584685,"장애아통합,야간연장",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립 은혜어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8022,양천구,11470000097,국공립,서울특별시 양천구 목동로15길 24 (신정동),02-2603-1020,37.52404377,126.862181,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립 해그림어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7993,양천구,11470000589,국공립,서울특별시 양천구 목동로 224 101동 110호,02-2652-6363,37.52839661,126.8646121,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
깨모어린이집,B,보통,보통,보통,우수,2021-01-01 0:00:00,8080,양천구,11470000227,가정,"서울특별시 양천구 신정로13길 50 101동 106호(신월동, 벽산블루밍1단지)",02-2607-1737,37.51550877,126.8418898,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
꼬마해림어린이집,B,우수,보통,우수,우수,2021-04-01 0:00:00,7979,양천구,11470000344,가정,"서울특별시 양천구 목동서로2길 22 108동 110호(목동, 한신청구아파트)",02-2652-2246,37.54149582,126.8816595,일반,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
두산로다어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8063,양천구,11470000615,가정,서울특별시 양천구 신월로20길 7 신정뉴타운 두산위브 관리동,02-6408-0705,37.51923355,126.8456157,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
리라빅스맘어린이집,B,우수,보통,보통,보통,2021-07-01 0:00:00,7911,양천구,11470000183,민간,서울특별시 양천구 남부순환로40가길 12-2,02-2696-1120,37.53390364,126.8258625,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
리틀평강어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8081,양천구,11470000338,가정,"서울특별시 양천구 신정로13길 51 201동 101호(신월동, 벽산블루밍)",02-2699-1216,37.51333908,126.8414519,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
목3동리라어린이집,B,우수,보통,보통,우수,2021-01-01 0:00:00,7957,양천구,11470000466,민간,서울특별시 양천구 목동중앙남로 69 (목동),02-2654-8489,37.5398875,126.8655093,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
미소래스콜라어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7960,양천구,11470000516,가정,서울특별시 양천구 목동중앙남로 46 미소래아파트 104호,02-2643-8535,37.53784119,126.8669505,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
벽산어린이집,A,우수,우수,우수,우수,2021-12-01 0:00:00,7929,양천구,11470000237,가정,"서울특별시 양천구 월정로9길 20 203동 107호(신월동, 양천벽산블루밍아파트)",02-2693-3584,37.52497082,126.8389718,일반,2021,N,2024. 12. 1,2024. 12. 15,서울특별시
사랑별어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7989,양천구,11470000554,가정,"서울특별시 양천구 목동서로 130 410동 104호(목동, 목동신시가지아파트4단지)",070-7695-0395,37.53134121,126.8683058,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서울남부지방법원 직장어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8088,양천구,11470000619,직장,서울특별시 양천구 신월로 386 별관 5층,02-2192-1930,37.52115248,126.8637621,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
성원베베아트스쿨어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7956,양천구,11470000345,가정,"서울특별시 양천구 목동중앙남로 100 103동 106호(목동, 성원아파트)",02-2652-0642,37.54213191,126.8640982,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
송이어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7986,양천구,11470000547,가정,"서울특별시 양천구 목동동로 430 610동 105호(목동, 목동신시가지아파트6단지)",02-2649-0003,37.53520725,126.8843927,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
엄마사랑어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,7975,양천구,11470000105,민간,서울특별시 양천구 목동중앙본로18길 11 (목동),02-2653-6262,37.54165953,126.8698005,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
영재산새들어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7914,양천구,11470000314,가정,서울특별시 양천구 남부순환로56길 9 신월3동 코아루 A 1단지 102동 101호,02-2692-7654,37.53539137,126.8263291,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
이글아이어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7908,양천구,11470000577,직장,서울특별시 양천구 화곡로 25,070-7379-5603,37.56647,126.977963,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
정원어린이집,B,우수,보통,우수,우수,2021-08-01 0:00:00,7902,양천구,11470000560,민간,서울특별시 양천구 남부순환로29길 17-1,02-2603-0258,37.54011214,126.8278081,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
중원어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,8080,양천구,11470000281,가정,"서울특별시 양천구 남부순환로85길 16 103동 102호(신월동, 대주파크빌)",02-2699-4841,37.51451684,126.8425442,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
토리어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7944,양천구,11470000165,가정,서울특별시 양천구 은행정로17길 16 (신정동),02-2602-6241,37.52677608,126.8572752,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
팬더어린이집,A,우수,우수,우수,우수,2021-05-01 0:00:00,8089,양천구,11470000483,가정,"서울특별시 양천구 목동서로 340 923동 105호(신정동, 신시가지9단지아파트)",02-2646-2838,37.51955977,126.8616553,일반,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
해나리어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7993,양천구,11470000137,가정,"서울특별시 양천구 목동로 212 718동 105호(목동, 목동신시가지7단지아파트)",02-2645-0773,37.52669727,126.8657894,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
LG이노텍 서울어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7796,강서구,11500000732,직장,서울특별시 강서구 마곡중앙10로 30 E3,02-2135-1236,37.56198781,126.8321238,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
N젤어린이집,A,우수,우수,우수,우수,2021-03-01 0:00:00,7594,강서구,11500000727,직장,서울특별시 강서구 마곡중앙로 177,02-6340-8131,37.56988038,126.8273321,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
강서힐스테이트어린이집,C,보통,보통,보통,개선필요,2021-07-01 0:00:00,7694,강서구,11500000655,민간,서울특별시 강서구 우현로 67,02-2607-7893,37.54754275,126.8373962,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
고운아이어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7809,강서구,11500000690,가정,"서울특별시 강서구 마곡중앙1로 71 1307동 101호(공항동,마곡13단지힐스테이트마스터)",02-2665-5757,37.55690985,126.8178734,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
구립 신태양어린이집,B,보통,우수,우수,우수,2021-06-01 0:00:00,7745,강서구,11500000735,국공립,서울특별시 강서구 곰달래로31다길 25,02-2699-1921,37.53359999,126.8526489,야간연장,2021,N,2024. 6. 1,2024. 6. 15,서울특별시
구립 큰별어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7578,강서구,11500000684,국공립,"서울특별시 강서구 화곡로63가길 71 1005동 106호(등촌동, 등촌주공10단지아파트)",02-3664-4775,37.56247711,126.8483094,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립 푸른별어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7634,강서구,11500000661,국공립,서울특별시 강서구 강서로47길 158 201동 104호,02-2667-2288,37.55385752,126.8276407,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
근로복지공단 강서어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7707,강서구,11500000711,법인?단체등,서울특별시 강서구 강서로33가길 42,02-2690-2600,37.5435547,126.8378767,"야간연장,시간제보육",2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
꿈꾸는어린이집,B,우수,보통,보통,우수,2021-03-01 0:00:00,7512,강서구,11500000531,민간,서울특별시 강서구 금낭화로24가길 21 (방화동),02-2665-5000,37.5790199,126.8151441,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
늘품어린이집,B,우수,우수,우수,보통,2021-09-01 0:00:00,7751,강서구,11500000081,민간,서울특별시 강서구 강서로18다길 41 2층,02-2608-0177,37.53595154,126.8466948,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
다해영재어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7691,강서구,11500000378,민간,서울특별시 강서구 강서로 266 우장산대림e편한세상파크 관리동 다해영재어린이집,02-2608-0101,37.54816795,126.8418419,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
단비어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7656,강서구,11500000606,국공립,서울특별시 강서구 까치산로 166,02-2608-2046,37.55192407,126.8530265,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
달님별님어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,7738,강서구,11500000204,가정,서울특별시 강서구 곰달래로51길 14 (화곡동),02-2653-1335,37.53236648,126.8584862,야간연장,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
도담어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7798,강서구,11500000635,가정,"서울특별시 강서구 마곡서1로 100 607-104(마곡동,마곡엠벨리6단지)",070-4233-1225,37.56575311,126.8196222,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
