어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스
자람어린이집,A,우수,우수,우수,우수,2019-01-01,1601,노원구,11350001037,국공립,"서울특별시 노원구 누원로 18 402동 103호(상계동, 수락리버시티4단지A)",02-930-3441,37.56647,126.977963,일반
작은꼬마어린이집,A,우수,우수,우수,우수,2022-09-01,1766,노원구,11350000704,가정,"서울특별시 노원구 동일로213길 21 107동 103호(상계동, 상계주공1단지아파트)",02-934-5942,37.64771,127.06002,일반
작은꽃어린이집,A,우수,우수,우수,우수,2023-05-01,1676,노원구,11350000542,가정,"서울특별시 노원구 노원로 532 915동 103호(상계동, 주공아파트)",02-930-9511,37.6628739,127.0602644,일반
작은꽃영아어린이집,A,우수,우수,우수,우수,2021-08-01,1676,노원구,11350000555,가정,"서울특별시 노원구 노원로 532 915동 102호(상계동, 주공아파트)",02-930-9516,37.664616,127.059814,일반
재미나어린이집,A,우수,우수,우수,우수,2021-09-01,1619,노원구,11350001014,국공립,"서울특별시 노원구 동일로227길 25 1109동 101호(상계동, 주공아파트)",02-6232-4656,37.6668963961,127.0560409989,일반
점프어린이집,A,우수,우수,우수,우수,2022-01-01,1606,노원구,11350001029,국공립,"서울특별시 노원구 동일로241길 53 109동 104호 (상계동, 두산아파트)",02-6221-4570,37.6780159301,127.0529115772,일반
조은어린이집,A,우수,우수,우수,우수,2023-03-01,1872,노원구,11350000318,가정,"서울특별시 노원구 우이천로 102 203동 109호(월계동, 초안아파트)",02-990-5051,37.63067857303574,127.0434524923076,일반
조이어린이집,A,우수,우수,우수,우수,2021-07-01,1863,노원구,11350000380,가정,"서울특별시 노원구 섬밭로 196 604동 104호(하계동, 장미)",02-6437-9325,37.633997436854735,127.06727754387668,일반
좋은친구어린이집,A,우수,우수,우수,우수,2023-11-01,1606,노원구,11350000420,가정,"서울특별시 노원구 동일로241길 53 106동 102호(상계동, 두산주공아파트)",02-6314-7979,37.67739285,127.0531434,일반
주손어린이집,C,개선필요,우수,보통,보통,2023-04-01,1737,노원구,11350000699,가정,"서울특별시 노원구 한글비석로8길 41 603동 104호(중계동, 주공6단지아파트)",02-930-8551,37.648663,127.0776,일반
주영어린이집,A,우수,우수,우수,우수,2023-07-01,1745,노원구,11350001027,국공립,서울특별시 노원구 한글비석로5길 62 중계8단지주공아파트 관리동,02-930-8787,37.64604233749733,127.0746207386512,야간연장
중계1동어린이집,A,우수,우수,우수,우수,2023-07-01,1708,노원구,11350000203,국공립,서울특별시 노원구 덕릉로 593 (중계동),02-3391-9413,37.6511097454,127.0719979563,"장애아통합,야간연장"
중계4동어린이집,A,우수,우수,우수,우수,2022-07-01,1701,노원구,11350000145,국공립,"서울특별시 노원구 덕릉로79길 23 105동(중계동, 염광아파트)",02-3391-3303,37.65638038,127.0730417,야간연장
중계사임당어린이집,A,우수,우수,우수,우수,2021-08-01,1777,노원구,11350000535,가정,"서울특별시 노원구 동일로207길 18 118동 103호(중계동, 중계그린아파트)",02-974-5482,37.6408265164313,127.06137609730403,일반
중계어린이집,A,우수,우수,우수,우수,2022-08-01,1736,노원구,11350000132,국공립,서울특별시 노원구 중계로 167 (중계동),02-930-0040,37.65003859,127.0807132,"장애아통합,야간연장"
중계해봄어린이집,A,우수,우수,우수,우수,2022-09-01,1742,노원구,11350001016,국공립,서울특별시 노원구 중계로19길 44,02-966-5300,37.6492584511,127.0759486149,일반
고운숲어린이집,A,우수,우수,우수,우수,2023-07-01,3306,은평구,11380000527,민간,서울특별시 은평구 진관2로 57-37 우물골아파트240동1층,02-386-8880,37.63519702376542,126.92583308840199,일반
구립 DMC물치어린이집,A,우수,우수,우수,우수,2023-02-01,3505,은평구,11380000678,국공립,서울특별시 은평구 수색로 216,02-6952-7517,37.581172940228726,126.90032791425575,야간연장
구립 DMC센트럴자이나무어린이집,A,우수,우수,우수,우수,2023-08-01,3506,은평구,11380000685,국공립,서울특별시 은평구 수색로 200 DMC센트럴자이3블럭 단지 내,02-308-7401,37.57936913502394,126.90356245047973,"장애아통합,야간연장"
구립 DMC센트럴자이새봄어린이집,A,우수,우수,우수,우수,2023-08-01,3506,은평구,11380000684,국공립,서울특별시 은평구 수색로 200 DMC센트럴자이 2블럭 단지 내,02-6218-6667,37.57872149169512,126.89944815559628,야간연장
구립 e편안한어린이집,A,우수,우수,우수,우수,2023-02-01,3475,은평구,11380000680,국공립,서울특별시 은평구 백련산로 112,02-354-5279,37.59535390509565,126.923612505154,야간연장
구립 가람별어린이집,A,우수,우수,우수,우수,2023-01-01,3301,은평구,11380000683,국공립,"서울특별시 은평구 진관3로 77 921동(진관동, 은평뉴타운 구파발)",02-356-7111,37.56647,126.977963,야간연장
구립 가람슬기어린이집,A,우수,우수,우수,우수,2021-01-01,3335,은평구,11380000666,국공립,서울특별시 은평구 연서로19길 28-1,02-353-2235,37.61432294994962,126.91512107076598,야간연장
구립 가온누리어린이집,A,우수,우수,우수,우수,2020-11-01,3321,은평구,11380000664,국공립,서울특별시 은평구 갈현로31길 14-9,02-356-7713,37.62044913902612,126.91438916706758,야간연장
구립 갈현1어린이집,B,보통,우수,우수,우수,2022-09-01,3330,은평구,11380000607,국공립,서울특별시 은평구 연서로29길 30-13 구립 갈현1어린이집,02-353-9455,37.62049091407016,126.91737949604156,야간연장
구립 개나리어린이집,A,우수,우수,우수,우수,2022-06-01,3339,은평구,11380000121,국공립,서울특별시 은평구 연서로37가길 8-25 구립 개나리어린이집 (불광동),02-385-0331,37.625347879,126.9265270819,"장애아통합,야간연장,시간제보육"
구립 거북마을어린이집,A,우수,우수,우수,우수,2023-08-01,3426,은평구,11380000642,국공립,서울특별시 은평구 서오릉로15길 7-1,02-352-1170,37.6135226284,126.9099300834,야간연장
구립 경남어린이집,A,우수,우수,우수,우수,2021-07-01,3428,은평구,11380000018,국공립,"서울특별시 은평구 갈현로11길 46 106동 101호(구산동, 경남아너스빌)",02-3157-1231,37.60614997849254,126.90494351231779,야간연장
구립 광현어린이집,A,우수,우수,우수,우수,2021-09-01,3332,은평구,11380000625,국공립,서울특별시 은평구 연서로27길 31-7,02-356-8522,37.618541460948464,126.91618525056768,야간연장
구립 구파발어린이집,B,우수,우수,우수,보통,2023-11-01,3300,은평구,11380000538,국공립,서울특별시 은평구 북한산로 2 1022동 1층,02-387-2910,37.6430034899489,126.916719525705,야간연장
구립 기자촌어린이집,A,우수,우수,우수,우수,2022-01-01,3309,은평구,11380000610,국공립,서울특별시 은평구 연서로46길 7 1105동 1층,02-389-6878,37.63402236170676,126.9333798128,야간연장
구립 꼬마대통령어린이집,A,우수,우수,우수,우수,2022-09-01,3300,은평구,11380000626,국공립,서울특별시 은평구 진관3로 15-35 구파발10단지 1009동 1층,02-357-1008,37.6425165456065,126.91757038848048,야간연장
구립 꽃가람어린이집,A,우수,우수,우수,우수,2023-08-01,3382,은평구,11380000644,국공립,서울특별시 은평구 은평로21길 36-3 102-101,02-382-6130,37.603218511,126.9306800534,야간연장
구립 꽃빛나라어린이집,B,우수,우수,우수,보통,2021-07-01,3301,은평구,11380000619,국공립,서울특별시 은평구 진관3로 67 구파발래미안 9-1단지 908동,02-357-3004,37.64128407441413,126.92030236261554,야간연장
구립 꿈나무마을어린이집,A,우수,우수,우수,우수,2021-08-01,3474,은평구,11380000596,국공립,서울특별시 은평구 백련산로14길 20-11 구립 꿈나무마을어린이집,02-384-1701,37.59809670211868,126.9297019003408,"장애아통합,야간연장"
구립 꿈동산어린이집,A,우수,우수,우수,우수,2023-01-01,3327,은평구,11380000173,국공립,서울특별시 은평구 서오릉로22길 16-1 101호,02-355-1081,37.61750623,126.9079971,야간연장
구립 꿈여울어린이집,A,우수,우수,우수,우수,2022-08-01,3328,은평구,11380000676,국공립,서울특별시 은평구 통일로89길 5-6,02-358-2525,37.62448889857442,126.91911955126096,"장애아통합,야간연장"
구립 꿈터어린이집,A,우수,우수,우수,우수,2020-07-01,3319,은평구,11380000660,국공립,서울특별시 은평구 갈현로33길 24 갈현동현대아파트,02-2135-5448,37.62250308349192,126.9139676945806,야간연장
구립 내숲어린이집,A,우수,우수,우수,우수,2019-12-01,3446,은평구,11380000656,국공립,서울특별시 은평구 은평터널로 121-6 이랜드타운아파트 101-102,02-302-1630,37.59048553038333,126.90404913544378,야간연장
구립 내일어린이집,A,우수,우수,우수,우수,2023-05-01,3469,은평구,11380000668,국공립,서울특별시 은평구 응암로16길 20-9 구립 내일어린이집,02-306-3850,38.27356621610019,126.12349990154604,야간연장
구립 녹번복지관 어린이집,A,우수,우수,우수,우수,2021-07-01,3382,은평구,11380000008,국공립,서울특별시 은평구 은평로21길 14-26,02-358-4695,37.60269184,126.9317503,"장애아통합,야간연장"
구립 녹번어린이집,A,우수,우수,우수,우수,2020-01-01,3370,은평구,11380000004,국공립,서울특별시 은평구 통일로62길 17 (녹번동),02-352-7818,37.6069944285622,126.9352066051242,"장애아통합,야간연장"
구립 늘봄어린이집,A,우수,우수,우수,우수,2020-08-01,3373,은평구,11380000658,국공립,서울특별시 은평구 통일로 610 힐스테이트녹번 106동 1층,02-353-7554,37.6020647026523,126.9361077726464,야간연장
구립 다래어린이집,A,우수,우수,우수,우수,2019-11-01,3478,은평구,11380000645,국공립,서울특별시 은평구 응암로4길 5,02-302-5800,37.585744167842215,126.91601399698015,야간연장
구립 다원어린이집,A,우수,우수,우수,우수,2019-01-01,3325,은평구,11380000648,국공립,서울특별시 은평구 갈현로19길 16 다원어린이집,02-353-4477,37.61549700769471,126.91123618747848,야간연장
구립 다음어린이집,A,우수,우수,우수,우수,2023-02-01,3366,은평구,11380000633,국공립,"서울특별시 은평구 진흥로 267 (불광1동, 북한산래미안                1단지아파트) 주민공동시설 중 어린이집",02-388-2277,37.6118509164,126.9388765061,야간연장
구립 대영어린이집,A,우수,우수,우수,우수,2020-02-01,3459,은평구,11380000296,국공립,서울특별시 은평구 응암로 376,02-358-8541,37.60450543,126.9232044,"장애아통합,야간연장"
구립 대조어린이집,A,우수,우수,우수,우수,2023-09-01,3393,은평구,11380000608,국공립,서울특별시 은평구 역말로 121,02-384-1010,37.61007464447238,126.9214184053533,야간연장
구립 마루어린이집,A,우수,우수,우수,우수,2023-08-01,3475,은평구,11380000686,국공립,서울특별시 은평구 백련산로4길 17-7,02-388-9979,37.59514978867848,126.92495169916518,일반
구립 맑은별어린이집,A,우수,우수,우수,우수,2019-12-01,3427,은평구,11380000655,국공립,서울특별시 은평구 서오릉로21길 47 갈현이편한세상 103-104,02-357-7942,37.61178414724301,126.90585939948552,야간연장
구립 매바위어린이집,A,우수,우수,우수,우수,2020-07-01,3466,은평구,11380000661,국공립,서울특별시 은평구 응암로30길 16 백련산SK뷰아이파크,02-6959-0097,37.59509103976381,126.92121222696346,"장애아통합,야간연장"
구립 물빛캐슬어린이집,A,우수,우수,우수,우수,2023-09-01,3487,은평구,11380000673,국공립,서울특별시 은평구 수색로 300,02-6951-2081,37.58539584468246,126.89207430641096,"장애아통합,야간연장"
구립 백련산힐1차어린이집,A,우수,우수,우수,우수,2022-09-01,3476,은평구,11380000624,국공립,"서울특별시 은평구 백련산로2길 19 관리동(응암2동, 백련산힐스테이트1차)",02-303-9276,37.59274627450155,126.9247644529368,야간연장
구립 백련산힐2차어린이집,A,우수,우수,우수,우수,2021-07-01,3477,은평구,11380000618,국공립,서울특별시 은평구 백련산로 38 관리동(백련산힐스테이트2차아파트),02-305-8558,37.59092109856387,126.92372460161636,야간연장
구립 백련산힐4차어린이집,A,우수,우수,우수,우수,2023-09-01,3469,은평구,11380000640,국공립,서울특별시 은평구 백련산로 37 백련산힐스테이트4차아파트 407동 1층,02-307-9622,37.5894136931,126.9222734665,일반
구립 베라힐즈어린이집,A,우수,우수,우수,우수,2019-01-01,3372,은평구,11380000649,국공립,서울특별시 은평구 통일로 630 녹번래미안베라힐즈 단지내 어린이집,02-356-9987,37.60287327818018,126.93599100485312,야간연장
구립 보듬손어린이집,B,우수,우수,보통,우수,2022-07-01,3351,은평구,11380000075,국공립,서울특별시 은평구 통일로78길 16 (불광동),02-354-3388,37.61837419,126.9243105,"장애아통합,야간연장"
구립 북한산어린이집,A,우수,우수,우수,우수,2023-02-01,3366,은평구,11380000628,국공립,"서울특별시 은평구 진흥로 265 주민공동시설 중 어린이집(불광동, 북한산래미안아파트)",02-353-8860,37.611669587,126.9367292736,야간연장
구립 북한산힐스솔숲어린이집,A,우수,우수,우수,우수,2023-09-01,3366,은평구,11380000687,국공립,서울특별시 은평구 불광로2길 33 북한산힐스테이트1차아파트 단지 내,02-357-5778,37.61299418171425,126.93699318098555,야간연장
구립 불광어린이집,A,우수,우수,우수,우수,2022-06-01,3348,은평구,11380000003,국공립,서울특별시 은평구 연서로34길 28 (불광동),02-389-3122,37.62161193,126.9293036,"장애아통합,야간연장"
구립 비단산어린이집,A,우수,우수,우수,우수,2023-03-01,3446,은평구,11380000629,국공립,서울특별시 은평구 은평터널로7가길 6,02-376-9993,37.5921280021,126.9034520092,야간연장
구립 사랑가득어린이집,A,우수,우수,우수,우수,2021-07-01,3366,은평구,11380000620,국공립,서울특별시 은평구 진흥로 267 102-103,02-352-7088,37.6118509164,126.9388765061,야간연장
구립 사랑샘어린이집,A,우수,우수,우수,우수,2022-04-01,3319,은평구,11380000621,국공립,서울특별시 은평구 갈현로29길 62 102-104,02-358-5720,37.623358558,126.9109150479,야간연장
구립 산새소리어린이집,B,보통,우수,보통,우수,2020-03-01,3425,은평구,11380000650,국공립,"서울특별시 은평구 서오릉로17길 10-5 (구립 산새소리어린이집, 구산동)",02-356-9501,37.614115031926126,126.90818116723928,"장애아통합,야간연장"
구립 상림마을어린이집,A,우수,우수,우수,우수,2023-11-01,3303,은평구,11380000334,국공립,"서울특별시 은평구 진관4로 48-17 709동 1층(진관동, 은평뉴타운상림마을7단지아파트)",02-356-7092,37.6453025931307,126.92748755856192,야간연장
구립 새솔어린이집,A,우수,우수,우수,우수,2023-11-01,3442,은평구,11380000682,국공립,서울특별시 은평구 증산로17가길 14,02-375-3354,37.56647,126.977963,야간연장
구립 솔찬어린이집,A,우수,우수,우수,우수,2020-08-01,3437,은평구,11380000659,국공립,서울특별시 은평구 가좌로 334,02-2135-7477,37.59839807214792,126.9092196296517,야간연장
구립 숲속향기어린이집,B,우수,우수,우수,보통,2020-08-01,3308,은평구,11380000665,국공립,서울특별시 은평구 연서로48길 12 510동 1층,02-384-4466,37.56647,126.977963,야간연장
구립 신사1어린이집,A,우수,우수,우수,우수,2021-08-01,3422,은평구,11380000601,국공립,서울특별시 은평구 은평로3가길 16,02-355-3387,37.59926781595418,126.91319498377844,야간연장
구립 신사랑어린이집,A,우수,우수,우수,우수,2023-02-01,3435,은평구,11380000679,국공립,서울특별시 은평구 갈현로5길 25-19,02-374-0106,37.60160757518888,126.90886184490785,야간연장
구립 신사어린이집,A,우수,우수,우수,우수,2020-08-01,3440,은평구,11380000002,국공립,서울특별시 은평구 은평터널로13길 9-9 신사어린이집 (신사동),02-302-1902,37.59519508,126.9074151,"영아전담,야간연장"
구립 아롱별어린이집,A,우수,우수,우수,우수,2023-08-01,3391,은평구,11380000643,국공립,서울특별시 은평구 통일로69길 12-10,02-383-2220,37.6118477281,126.9269299755,야간연장
구립 아이클어린이집,A,우수,우수,우수,우수,2023-03-01,3311,은평구,11380000634,국공립,"서울특별시 은평구 진관1로 21-10 (진관동, 박석고개 1단지아파트) 주민공동시설 중 어린이집",02-355-3558,37.63351709842303,126.91958559198706,야간연장
구립 역마을어린이집,A,우수,우수,우수,우수,2022-12-01,3431,은평구,11380000627,국공립,서울특별시 은평구 갈현로7길 20,02-356-8083,37.60422693854436,126.90851890783637,"야간연장,시간제보육"
구립 역촌2어린이집,B,우수,우수,우수,보통,2020-01-01,3418,은평구,11380000042,국공립,서울특별시 은평구 연서로3길 14-5,02-352-8663,37.60262081,126.9138013,"장애아통합,야간연장,24시간"
구립 예가어린이집,A,우수,우수,우수,우수,2023-03-01,3302,은평구,11380000632,국공립,서울특별시 은평구 진관4로 37 은평뉴타운 상림마을2단지아파트 관리동,02-387-2656,37.6444694783,126.9250760356,야간연장
구립 움찬어린이집,A,우수,우수,우수,우수,2020-08-01,3364,은평구,11380000663,국공립,서울특별시 은평구 불광로 64 불광 롯데캐슬,02-6959-9950,37.613344097129406,126.9342972734064,야간연장
구립 으뜸어린이집,A,우수,우수,우수,우수,2022-03-01,3392,은평구,11380000622,국공립,서울특별시 은평구 서오릉로 94 102-101,02-386-8152,37.6096209908,126.9220893544,야간연장
구립 은뜨락어린이집,A,우수,우수,우수,우수,2020-08-01,3311,은평구,11380000653,국공립,서울특별시 은평구 통일로 972,02-388-7676,37.62976932372192,126.9200654311094,야간연장
구립 은마루어린이집,B,우수,우수,우수,보통,2021-07-01,3303,은평구,11380000337,국공립,"서울특별시 은평구 진관4로 78-8 701동 1층(진관동, 은평뉴타운상림마을7단지아파트)",02-386-5607,37.64554205495551,126.92863742116594,"장애아통합,야간연장"
구립 은빛나래어린이집,A,우수,우수,우수,우수,2022-05-01,3403,은평구,11380000675,국공립,서울특별시 은평구 서오릉로9길 18,02-3157-2777,37.60661620797975,126.92009304551856,"장애아통합,야간연장"
구립 은아새 어린이집,A,우수,우수,우수,우수,2020-01-01,3456,은평구,11380000071,국공립,서울특별시 은평구 불광천길 470-11,02-386-4498,37.59506357,126.9160186,"장애아통합,야간연장"
구립 은평어린이집,B,우수,보통,우수,우수,2021-08-01,3494,은평구,11380000047,국공립,서울특별시 은평구 증산로9길 44-12,02-376-0540,37.5865095,126.9061856,야간연장
구립 응암봄샘어린이집,A,우수,우수,우수,우수,2023-02-01,3474,은평구,11380000636,국공립,"서울특별시 은평구 백련산로 160 (응암동, 녹번역센트레빌아파트) 주민공동시설 중 어린이집",02-387-2977,37.5983179395,126.9260871276,야간연장
구립 응암새싹어린이집,A,우수,우수,우수,우수,2021-09-01,3462,은평구,11380000593,국공립,서울특별시 은평구 은평로10길 5-2,02-389-9045,37.59998811718011,126.92340875315058,야간연장
구립 응암샛별어린이집,A,우수,우수,우수,우수,2023-11-01,3472,은평구,11380000671,국공립,서울특별시 은평구 은평로 220,02-354-5208,37.59763877139405,126.93239737677528,"장애아통합,야간연장"
구립 응암어린이집,A,우수,우수,우수,우수,2020-01-01,3477,은평구,11380000535,국공립,서울특별시 은평구 백련산로 10,02-302-3758,37.58652022058223,126.92305996012068,"장애아통합,야간연장"
구립 이든어린이집,B,보통,우수,우수,우수,2021-05-01,3465,은평구,11380000669,국공립,서울특별시 은평구 응암로30길 15,02-356-9616,37.57306904776708,126.98476327738204,야간연장
구립 이솝어린이집,A,우수,우수,우수,우수,2020-02-01,3498,은평구,11380000195,국공립,"서울특별시 은평구 증산서길 79 102동 101호(증산동, 두산위브아파트)",02-374-7219,37.58391933,126.906313,야간연장
구립 좋은씨앗어린이집,A,우수,우수,우수,우수,2020-02-01,3418,은평구,11380000051,국공립,서울특별시 은평구 연서로3가길 13-11 한국리치빌 아파트 1층 106호 (역촌동),02-386-9777,37.60307651,126.9141684,야간연장
구립 진관어린이집,A,우수,우수,우수,우수,2023-02-01,3311,은평구,11380000497,국공립,서울특별시 은평구 진관1로 48,02-358-0181,37.63139409468421,126.92461788466863,"장애아통합,야간연장"
구립 진달래어린이집,A,우수,우수,우수,우수,2023-02-01,3302,은평구,11380000681,국공립,서울특별시 은평구 진관3로 70 827동,02-355-5525,37.64267323180988,126.92277093907016,야간연장
구립 키즈빌리지어린이집,A,우수,우수,우수,우수,2023-07-01,3302,은평구,11380000639,국공립,서울특별시 은평구 진관4로 17 상림마을 812동 1층,02-355-0608,37.6436463798,126.9229013677,야간연장
구립 파란하늘어린이집,A,우수,우수,우수,우수,2022-09-01,3357,은평구,11380000623,국공립,"서울특별시 은평구 통일로72길 16 관리동(불광1동, 북한산힐스테이트7차아파트)",02-389-0025,37.56647,126.977963,"야간연장,시간제보육"
구립 폭포동어린이집,A,우수,우수,우수,우수,2023-03-01,3310,은평구,11380000630,국공립,서울특별시 은평구 진관1로 77-8 폭포동4-1단지아파트내 관리동1층 부대복리시설,02-352-5233,37.6313653265,126.9305950077,야간연장
구립 푸른들어린이집,A,우수,우수,우수,우수,2022-09-01,3473,은평구,11380000677,국공립,서울특별시 은평구 은평로 240,02-6748-0202,37.60041500308718,126.93448983111784,야간연장
구립 푸름어린이집,A,우수,우수,우수,우수,2019-01-01,3406,은평구,11380000651,국공립,서울특별시 은평구 진흥로1길 35-1,02-355-5008,37.60356617363206,126.91818103191348,야간연장
구립 한빛어린이집,A,우수,우수,우수,우수,2020-08-01,3468,은평구,11380000662,국공립,서울특별시 은평구 백련산로 67 (백련산파크자이),02-2135-4662,37.59198290735191,126.92164577250593,야간연장
구립 해맞이어린이집,A,우수,우수,우수,우수,2023-01-01,3428,은평구,11380000646,국공립,서울특별시 은평구 갈현로15길 11-4,02-356-6800,37.6074169113,126.909126562,야간연장
구립 해솔어린이집,A,우수,우수,우수,우수,2023-03-01,3304,은평구,11380000635,국공립,"서울특별시 은평구 진관4로 87 (진관동, 은평뉴타운 상림마을 5단지 아파트) 주민공동시설 중 어린이집",02-352-1331,37.6480578155,126.9289930855,야간연장
구립 행복한숲어린이집,A,우수,우수,우수,우수,2022-09-01,3432,은평구,11380000213,국공립,서울특별시 은평구 갈현로7가길 9 (역촌동),02-352-7178,37.60300493,126.9092397,야간연장
구립 행복한우리어린이집,A,우수,우수,우수,우수,2023-03-01,3467,은평구,11380000637,국공립,서울특별시 은평구 응암로22길 18-1,02-352-1566,37.593387464,126.9201677708,"야간연장,시간제보육"
구립 향림어린이집,A,우수,우수,우수,우수,2020-01-01,3339,은평구,11380000657,국공립,서울특별시 은평구 연서로41가길 24-1,02-353-1966,37.62672773600907,126.92580072326243,야간연장
꽃햇살어린이집,A,우수,우수,우수,우수,2022-12-01,3443,은평구,11380000104,가정,서울특별시 은평구 증산로17길 39-11,02-375-0153,37.59060255,126.9087799,일반
꿈꾸는어린이집,A,우수,우수,우수,우수,2019-12-01,3309,은평구,11380000515,가정,서울특별시 은평구 연서로44길 30 은평뉴타운폭포동아파트 425동 (진관동),02-386-1340,37.63376907,126.9136903,일반
꿈동이어린이집,A,우수,우수,우수,우수,2023-08-01,3451,은평구,11380000200,민간,서울특별시 은평구 증산로19길 8-8 (신사동),02-308-4399,37.59496176,126.9123953,일반
꿈모아어린이집,A,우수,우수,우수,우수,2022-09-01,3420,은평구,11380000225,민간,서울특별시 은평구 갈현로4길 5-16,02-355-2775,37.602153,126.9112397,일반
꿈이열리는어린이집,B,우수,우수,우수,보통,2022-09-01,3499,은평구,11380000529,가정,"서울특별시 은평구 증산로 285 101동 106호(증산동, 증산중앙하이츠)",02-375-0079,37.58322977,126.9081335,일반
너울가지어린이집,B,우수,우수,우수,보통,2023-01-01,3438,은평구,11380000543,가정,"서울특별시 은평구 가좌로12길 15 (신사동, 은평두산위브2차), 102동 102호",02-383-3303,37.5990502175158,126.907388762623,일반
녹번푸름숲어린이집,A,우수,우수,우수,우수,2022-06-01,122830,은평구,11380000129,가정,서울특별시 은평구 녹번로3가길 4-8 1층,02-358-5351,37.60633425126055,126.92786855241808,일반
누리어린이집,C,우수,보통,보통,보통,2022-02-01,3416,은평구,11380000038,민간,서울특별시 은평구 연서로 85-1,02-352-9468,37.60683562373473,126.91497102789955,야간연장
다솜어린이집,A,우수,우수,우수,우수,2022-07-01,3471,은평구,11380000210,민간,서울특별시 은평구 은평로 182-8,02-354-3562,37.60081574,126.9276584,일반
도담어린이집,A,우수,우수,우수,우수,2023-07-01,3378,은평구,11380000236,민간,서울특별시 은평구 진흥로 128-5 (녹번동),02-357-0130,37.6071503599,126.9246831286,일반
동부아이사랑어린이집,A,우수,우수,우수,우수,2022-12-01,3310,은평구,11380000519,민간,서울특별시 은평구 진관2로 90 은평뉴타운 마고정아파트 311동 (진관동),02-358-4500,37.63312937,126.9273811,일반
딸기어린이집,B,우수,보통,우수,우수,2021-08-01,3403,은평구,11380000149,가정,서울특별시 은평구 진흥로1길 50 딩크아파트 101호 (역촌동),02-353-7890,37.6049341,126.9184507,야간연장
무지개동산어린이집,B,우수,우수,보통,보통,2022-09-01,3415,은평구,11380000308,민간,서울특별시 은평구 역말로 7 B동 (역촌동),02-382-5945,37.6057714253,126.9111262854,야간연장
무지개어린이집,A,우수,우수,우수,우수,2020-09-01,3360,은평구,11380000176,민간,서울특별시 은평구 불광로 162-9,02-389-2131,37.62104379,126.9324314,야간연장
물샘어린이집,A,우수,우수,우수,우수,2022-07-01,3322,은평구,11380000096,가정,서울특별시 은평구 갈현로29길 5-14,02-353-1781,37.61884902,126.9143729,일반
미래클나무어린이집,A,우수,우수,우수,우수,2021-01-01,3477,은평구,11380000567,가정,서울특별시 은평구 백련산로 38 백련산 힐스테이트 209-101호,02-6408-7976,37.58926979865971,126.92308934206471,일반
벧엘어린이집,B,보통,우수,우수,우수,2021-03-01,3500,은평구,11380000574,가정,서울특별시 은평구 증산서길 72 칠산아파트 104호,02-373-2267,37.58273064236729,126.90621377629476,일반
벼리어린이집,A,우수,우수,우수,우수,2022-03-01,3311,은평구,11380000356,민간,서울특별시 은평구 진관1로 21-9 박석고개 12단지 관리동 1층 (진관동),02-353-1060,37.63182364,126.9201548,일반
별산솔어린이집,A,우수,우수,우수,우수,2023-02-01,3364,은평구,11380000559,민간,서울특별시 은평구 불광로6길 6-9,02-389-2977,37.613485220529775,126.93290686757096,일반
사랑꿈어린이집,A,우수,우수,우수,우수,2021-01-01,3304,은평구,11380000631,가정,"서울특별시 은평구 진관4로 100 609동 1층 (진관동, 은평뉴타운 상림마을)",02-384-0003,37.64896766664846,126.93180696626573,일반
사랑나무어린이집,A,우수,우수,우수,우수,2023-01-01,3301,은평구,11380000555,가정,서울특별시 은평구 진관3로 77 구파발 926동 101호,02-359-7746,37.64449001594427,126.91914261334443,일반
사랑어린이집,A,우수,우수,우수,우수,2022-01-01,3416,은평구,11380000283,가정,서울특별시 은평구 연서로9길 5-7,02-385-2562,37.60713935762626,126.91448653155582,일반
사랑이어린이집,B,우수,우수,보통,우수,2021-07-01,3467,은평구,11380000603,가정,서울특별시 은평구 응암로 232-1,02-308-8028,37.59262566920988,126.9181848018353,야간연장
새누리어린이집,A,우수,우수,우수,우수,2023-09-01,3481,은평구,11380000114,민간,서울특별시 은평구 가좌로7나길 35 경남아파트단지 내 (응암동),02-307-6955,37.58324508,126.9202783,일반
새서울어린이집,B,보통,우수,우수,우수,2019-12-01,3457,은평구,11380000324,민간,서울특별시 은평구 응암로21길 1-5,02-353-3611,37.59382382,126.9173999,일반
샘물퐁퐁어린이집,A,우수,우수,우수,우수,2023-08-01,3354,은평구,11380000022,민간,서울특별시 은평구 불광로 137-13 (불광동),02-358-8005,37.61728878,126.9320841,일반
서문교회부설어린이집,B,우수,우수,보통,보통,2022-06-01,3457,은평구,11380000208,민간,서울특별시 은평구 가좌로10길 10 (응암동),02-309-7983,37.59157269,126.9167712,일반
서울소방학교 직장어린이집,A,우수,우수,우수,우수,2021-02-01,3312,은평구,11380000667,직장,서울특별시 은평구 통일로 1031-21,02-354-3601,37.63390479410143,126.9135976809055,일반
선정어린이집,A,우수,우수,우수,우수,2021-07-01,3506,은평구,11380000584,가정,서울특별시 은평구 증산로3길 5-21 선정아파트 101-101,02-306-1700,37.579871616821706,126.90486343657042,일반
선화어린이집,A,우수,우수,우수,우수,2023-02-01,3382,은평구,11380000128,민간,서울특별시 은평구 녹번로 66-6,02-355-7056,37.60636781,126.9318246,야간연장
